,Location,Count Date,Day,24 Hr. Total Vol.,Unnamed: 4,coordinates
215,MYSTIC STREET E/O AMSDELL AVENUE,03/01/2017 12:00:00 AM,Wed,1414,,"33.9489809, -118.0435376"
216,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/01/2017 12:00:00 AM,Wed,3439,,N/A
217,CALMADA AVENUE S/O GLENN DRIVE,03/01/2017 12:00:00 AM,Wed,4299,,"33.94771, -118.02726"
218,CALMADA AVENUE N/O BARKERVILLE AVENUE,03/01/2017 12:00:00 AM,Wed,4316,,"33.9480684, -118.0367612"
219,FIELDBROOK STREET S/O YELLOWBLUFF PLACE,03/02/2017 12:00:00 AM,Thu,158,,"30.5423242, -81.6146208"
220,FIELDBROOK STREET N/O YELLOWBLUFF PLACE,03/02/2017 12:00:00 AM,Thu,288,,"30.5423242, -81.6146208"
221,AMBER VALLEY DRIVE E/O CLEARGLEN AVENUE,03/02/2017 12:00:00 AM,Thu,683,,"33.9221229, -117.9914498"
222,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/02/2017 12:00:00 AM,Thu,2150,,N/A
223,AMBER VALLEY DRIVE E/O GROVELAND AVENUE,03/02/2017 12:00:00 AM,Thu,2265,,"33.9334544, -117.9873548"
224,HAWES STREET E/O VALLEY VIEW AVENUE,03/02/2017 12:00:00 AM,Thu,2716,,N/A
225,HAWES STREET W/O COLIMA ROAD,03/02/2017 12:00:00 AM,Thu,2720,,"33.98169250000001, -117.9615032"
226,HAWES STREET E/O PARISE DRIVE (E),03/02/2017 12:00:00 AM,Thu,3617,,N/A
227,HAWES STREET W/O HOMAGE AVENUE,03/02/2017 12:00:00 AM,Thu,3897,,"33.9395559, -118.02239"
228,HAWES STREET W/O RUOFF AVENUE,03/02/2017 12:00:00 AM,Thu,4347,,N/A
229,FIELDBROOK STREET S/O YELLOWBLUFF PLACE,03/03/2017 12:00:00 AM,Fri,190,,"30.5423242, -81.6146208"
230,FIELDBROOK STREET N/O YELLOWBLUFF PLACE,03/03/2017 12:00:00 AM,Fri,339,,"30.5423242, -81.6146208"
231,AMBER VALLEY DRIVE E/O CLEARGLEN AVENUE,03/03/2017 12:00:00 AM,Fri,699,,"33.9221229, -117.9914498"
232,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/03/2017 12:00:00 AM,Fri,2209,,N/A
233,AMBER VALLEY DRIVE E/O GROVELAND AVENUE,03/03/2017 12:00:00 AM,Fri,2336,,"33.9334544, -117.9873548"
234,HAWES STREET W/O COLIMA ROAD,03/03/2017 12:00:00 AM,Fri,2639,,"33.98169250000001, -117.9615032"
235,HAWES STREET E/O VALLEY VIEW AVENUE,03/03/2017 12:00:00 AM,Fri,2642,,N/A
236,HAWES STREET E/O PARISE DRIVE (E),03/03/2017 12:00:00 AM,Fri,3462,,N/A
237,HAWES STREET W/O HOMAGE AVENUE,03/03/2017 12:00:00 AM,Fri,3667,,"33.9395559, -118.02239"
238,HAWES STREET W/O RUOFF AVENUE,03/03/2017 12:00:00 AM,Fri,3838,,N/A
239,VINELAND AVENUE N/O JUDITH STREET,03/03/2017 12:00:00 AM,Fri,6309,,"34.14904, -118.3706058"
240,VINELAND AVENUE N/O RATH STREET,03/03/2017 12:00:00 AM,Fri,7884,,"34.054327, -117.967841"
241,VINELAND AVENUE S/O GIORDANO STREET,03/03/2017 12:00:00 AM,Fri,8720,,"28.3891383, -81.5049058"
242,VINELAND AVENUE S/O TEMPLE AVENUE,03/03/2017 12:00:00 AM,Fri,12484,,"34.05348, -117.98704"
243,VINELAND AVENUE N/O NELSON AVENUE,03/03/2017 12:00:00 AM,Fri,12697,,"39.491561, -74.999527"
244,FIELDBROOK STREET S/O YELLOWBLUFF PLACE,03/04/2017 12:00:00 AM,Sat,191,,"30.5423242, -81.6146208"
245,FIELDBROOK STREET N/O YELLOWBLUFF PLACE,03/04/2017 12:00:00 AM,Sat,381,,"30.5423242, -81.6146208"
246,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/04/2017 12:00:00 AM,Sat,408,,N/A
247,AMBER VALLEY DRIVE E/O CLEARGLEN AVENUE,03/04/2017 12:00:00 AM,Sat,568,,"33.9221229, -117.9914498"
248,AMBER VALLEY DRIVE E/O GROVELAND AVENUE,03/04/2017 12:00:00 AM,Sat,1488,,"33.9334544, -117.9873548"
249,HAWES STREET W/O COLIMA ROAD,03/04/2017 12:00:00 AM,Sat,1548,,"33.98169250000001, -117.9615032"
250,HAWES STREET E/O VALLEY VIEW AVENUE,03/04/2017 12:00:00 AM,Sat,1554,,N/A
251,HAWES STREET E/O PARISE DRIVE (E),03/04/2017 12:00:00 AM,Sat,2257,,N/A
252,HAWES STREET W/O HOMAGE AVENUE,03/04/2017 12:00:00 AM,Sat,2591,,"33.9395559, -118.02239"
253,HAWES STREET W/O RUOFF AVENUE,03/04/2017 12:00:00 AM,Sat,2937,,N/A
254,VINELAND AVENUE N/O JUDITH STREET,03/04/2017 12:00:00 AM,Sat,5391,,"34.14904, -118.3706058"
255,VINELAND AVENUE N/O RATH STREET,03/04/2017 12:00:00 AM,Sat,7247,,"34.054327, -117.967841"
256,VINELAND AVENUE S/O GIORDANO STREET,03/04/2017 12:00:00 AM,Sat,7780,,"28.3891383, -81.5049058"
257,VINELAND AVENUE S/O TEMPLE AVENUE,03/04/2017 12:00:00 AM,Sat,11748,,"34.05348, -117.98704"
258,VINELAND AVENUE N/O NELSON AVENUE,03/04/2017 12:00:00 AM,Sat,12663,,"39.491561, -74.999527"
259,FIELDBROOK STREET S/O YELLOWBLUFF PLACE,03/05/2017 12:00:00 AM,Sun,151,,"30.5423242, -81.6146208"
260,FIELDBROOK STREET N/O YELLOWBLUFF PLACE,03/05/2017 12:00:00 AM,Sun,255,,"30.5423242, -81.6146208"
261,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/05/2017 12:00:00 AM,Sun,393,,N/A
262,AMBER VALLEY DRIVE E/O CLEARGLEN AVENUE,03/05/2017 12:00:00 AM,Sun,443,,"33.9221229, -117.9914498"
263,AMBER VALLEY DRIVE E/O GROVELAND AVENUE,03/05/2017 12:00:00 AM,Sun,1114,,"33.9334544, -117.9873548"
264,HAWES STREET W/O COLIMA ROAD,03/05/2017 12:00:00 AM,Sun,1303,,"33.98169250000001, -117.9615032"
265,HAWES STREET E/O VALLEY VIEW AVENUE,03/05/2017 12:00:00 AM,Sun,1318,,N/A
266,HAWES STREET E/O PARISE DRIVE (E),03/05/2017 12:00:00 AM,Sun,1931,,N/A
267,HAWES STREET W/O HOMAGE AVENUE,03/05/2017 12:00:00 AM,Sun,2142,,"33.9395559, -118.02239"
268,HAWES STREET W/O RUOFF AVENUE,03/05/2017 12:00:00 AM,Sun,2501,,N/A
269,VINELAND AVENUE N/O JUDITH STREET,03/05/2017 12:00:00 AM,Sun,4447,,"34.14904, -118.3706058"
270,VINELAND AVENUE N/O RATH STREET,03/05/2017 12:00:00 AM,Sun,6105,,"34.054327, -117.967841"
271,VINELAND AVENUE S/O GIORDANO STREET,03/05/2017 12:00:00 AM,Sun,6805,,"28.3891383, -81.5049058"
272,VINELAND AVENUE N/O NELSON AVENUE,03/05/2017 12:00:00 AM,Sun,9313,,"39.491561, -74.999527"
273,VINELAND AVENUE S/O TEMPLE AVENUE,03/05/2017 12:00:00 AM,Sun,9664,,"34.05348, -117.98704"
274,VANCOUVER AVENUE S/O BOSWELL PLACE,03/06/2017 12:00:00 AM,Mon,1528,,"34.0158933, -118.1608857"
275,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/06/2017 12:00:00 AM,Mon,2051,,N/A
276,LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/07/2017 12:00:00 AM,Tue,1886,,"34.202843, -118.143661"
277,LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/07/2017 12:00:00 AM,Tue,2125,,"34.202843, -118.143661"
278,LOMA ALTA DRIVE E/O CHANEY TRAIL,03/07/2017 12:00:00 AM,Tue,2136,,"34.2099051, -118.1467075"
279,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/07/2017 12:00:00 AM,Tue,2150,,N/A
280,FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/07/2017 12:00:00 AM,Tue,2931,,"34.202843, -118.143661"
281,FAIR OAKS AVENUE N/O MENDOCINO STREET,03/07/2017 12:00:00 AM,Tue,9378,,"34.1911804, -118.148954"
282,LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/08/2017 12:00:00 AM,Wed,1976,,"34.202843, -118.143661"
283,LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/08/2017 12:00:00 AM,Wed,2175,,"34.202843, -118.143661"
284,LOMA ALTA DRIVE E/O CHANEY TRAIL,03/08/2017 12:00:00 AM,Wed,2247,,"34.2099051, -118.1467075"
285,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/08/2017 12:00:00 AM,Wed,2295,,N/A
286,FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/08/2017 12:00:00 AM,Wed,3022,,"34.202843, -118.143661"
287,FAIR OAKS AVENUE N/O MENDOCINO STREET,03/08/2017 12:00:00 AM,Wed,9068,,"34.1911804, -118.148954"
288,OAKWOOD STREET E/O SINALOA AVENUE,03/09/2017 12:00:00 AM,Thu,378,,"34.1700971, -118.1153656"
289,LAS MARIAS AVENUE N/O ROJAS STREET,03/09/2017 12:00:00 AM,Thu,810,,"33.989806, -117.9803324"
290,LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/09/2017 12:00:00 AM,Thu,1882,,"34.202843, -118.143661"
291,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/09/2017 12:00:00 AM,Thu,2001,,N/A
292,LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/09/2017 12:00:00 AM,Thu,2083,,"34.202843, -118.143661"
293,LOMA ALTA DRIVE E/O CHANEY TRAIL,03/09/2017 12:00:00 AM,Thu,2142,,"34.2099051, -118.1467075"
294,SANTA ROSA AVENUE N/O ALAMEDA STREET,03/09/2017 12:00:00 AM,Thu,2152,,"37.8190449, -122.2497324"
295,FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/09/2017 12:00:00 AM,Thu,3007,,"34.202843, -118.143661"
296,FAIR OAKS AVENUE N/O MENDOCINO STREET,03/09/2017 12:00:00 AM,Thu,8905,,"34.1911804, -118.148954"
297,OAKWOOD STREET E/O SINALOA AVENUE,03/10/2017 12:00:00 AM,Fri,360,,"34.1700971, -118.1153656"
298,LAS MARIAS AVENUE N/O ROJAS STREET,03/10/2017 12:00:00 AM,Fri,863,,"33.989806, -117.9803324"
299,LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/10/2017 12:00:00 AM,Fri,2024,,"34.202843, -118.143661"
300,LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/10/2017 12:00:00 AM,Fri,2183,,"34.202843, -118.143661"
301,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/10/2017 12:00:00 AM,Fri,2185,,N/A
302,SANTA ROSA AVENUE N/O ALAMEDA STREET,03/10/2017 12:00:00 AM,Fri,2200,,"37.8190449, -122.2497324"
303,LOMA ALTA DRIVE E/O CHANEY TRAIL,03/10/2017 12:00:00 AM,Fri,2267,,"34.2099051, -118.1467075"
304,FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/10/2017 12:00:00 AM,Fri,3133,,"34.202843, -118.143661"
305,FAIR OAKS AVENUE N/O MENDOCINO STREET,03/10/2017 12:00:00 AM,Fri,9127,,"34.1911804, -118.148954"
306,LAS MARIAS AVENUE N/O ROJAS STREET,03/11/2017 12:00:00 AM,Sat,280,,"33.989806, -117.9803324"
307,OAKWOOD STREET E/O SINALOA AVENUE,03/11/2017 12:00:00 AM,Sat,313,,"34.1700971, -118.1153656"
308,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/11/2017 12:00:00 AM,Sat,1140,,N/A
309,SANTA ROSA AVENUE N/O ALAMEDA STREET,03/11/2017 12:00:00 AM,Sat,1385,,"37.8190449, -122.2497324"
310,LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/11/2017 12:00:00 AM,Sat,1926,,"34.202843, -118.143661"
311,LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/11/2017 12:00:00 AM,Sat,1988,,"34.202843, -118.143661"
312,LOMA ALTA DRIVE E/O CHANEY TRAIL,03/11/2017 12:00:00 AM,Sat,2187,,"34.2099051, -118.1467075"
313,FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/11/2017 12:00:00 AM,Sat,3057,,"34.202843, -118.143661"
314,FAIR OAKS AVENUE N/O MENDOCINO STREET,03/11/2017 12:00:00 AM,Sat,7939,,"34.1911804, -118.148954"
315,LAS MARIAS AVENUE N/O ROJAS STREET,03/12/2017 12:00:00 AM,Sun,261,,"33.989806, -117.9803324"
316,OAKWOOD STREET E/O SINALOA AVENUE,03/12/2017 12:00:00 AM,Sun,264,,"34.1700971, -118.1153656"
317,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/12/2017 12:00:00 AM,Sun,511,,N/A
318,SANTA ROSA AVENUE N/O ALAMEDA STREET,03/12/2017 12:00:00 AM,Sun,1196,,"37.8190449, -122.2497324"
319,LOMA ALTA DRIVE E/O FAIR OAKS AVENUE,03/12/2017 12:00:00 AM,Sun,1599,,"34.202843, -118.143661"
320,LOMA ALTA DRIVE W/O FAIR OAKS AVENUE,03/12/2017 12:00:00 AM,Sun,1604,,"34.202843, -118.143661"
321,LOMA ALTA DRIVE E/O CHANEY TRAIL,03/12/2017 12:00:00 AM,Sun,1825,,"34.2099051, -118.1467075"
322,FAIR OAKS AVENUE S/O LOMA ALTA DRIVE,03/12/2017 12:00:00 AM,Sun,2611,,"34.202843, -118.143661"
323,FAIR OAKS AVENUE N/O MENDOCINO STREET,03/12/2017 12:00:00 AM,Sun,7171,,"34.1911804, -118.148954"
324,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/13/2017 12:00:00 AM,Mon,747,,N/A
325,AVENUE B W/O 90TH STREET WEST,03/14/2017 12:00:00 AM,Tue,35,,"41.4634534, -81.74580499999999"
326,AVENUE J W/O 110TH STREET WEST,03/14/2017 12:00:00 AM,Tue,44,,"40.7992147, -73.954758"
327,PINE CANYON ROAD E/O MM 12.3,03/14/2017 12:00:00 AM,Tue,51,,N/A
328,PINE CANYON ROAD W/O MM 11.97,03/14/2017 12:00:00 AM,Tue,53,,N/A
329,PINE CANYON ROAD S/O THREE POINTS ROAD,03/14/2017 12:00:00 AM,Tue,256,,"34.7184144, -118.577722"
330,GEDDES STREET W/O VAN BUREN AVENUE,03/14/2017 12:00:00 AM,Tue,271,,N/A
331,PINE CANYON ROAD W/O LAKE HUGHES ROAD,03/14/2017 12:00:00 AM,Tue,598,,"34.6800781, -118.4546599"
332,QUINCY STREET N/O CONCORD AVENUE,03/14/2017 12:00:00 AM,Tue,728,,"43.191318, -71.5312179"
333,AVENUE J E/O 110TH STREET WEST,03/14/2017 12:00:00 AM,Tue,861,,"40.7992147, -73.954758"
334,90TH STREET E/O NORMANDIE AVENUE,03/14/2017 12:00:00 AM,Tue,978,,"33.9294289, -118.3003388"
335,LOU DILLON AVENUE S/O 81ST STREET,03/14/2017 12:00:00 AM,Tue,1039,,"33.9656441, -118.2542367"
336,90TH STREET WEST S/O AVENUE B,03/14/2017 12:00:00 AM,Tue,1229,,"40.7256804, -73.9807682"
337,90TH STREET WEST N/O AVENUE B,03/14/2017 12:00:00 AM,Tue,1240,,"40.7256804, -73.9807682"
338,90TH STREET WEST N/O AVENUE C,03/14/2017 12:00:00 AM,Tue,1250,,"40.7899188, -73.97238159999999"
339,110TH STREET WEST N/O AVENUE J,03/14/2017 12:00:00 AM,Tue,1382,,"40.6266715, -73.9478845"
340,110TH STREET WEST S/O AVENUE J,03/14/2017 12:00:00 AM,Tue,1915,,"40.6266715, -73.9478845"
341,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/14/2017 12:00:00 AM,Tue,2377,,N/A
342,DOROTHY STREET E/O LINDA LANE,03/14/2017 12:00:00 AM,Tue,2583,,"34.4395868, -118.4931853"
343,55TH STREET WEST N/O AVENUE L-4,03/14/2017 12:00:00 AM,Tue,2703,,"34.6603818, -118.1324636"
344,55TH STREET WEST S/O AVENUE L-8,03/14/2017 12:00:00 AM,Tue,3848,,"34.6529082, -118.1967888"
345,PICO CANYON ROAD E/O SOUTHERN OAKS DRIVE,03/14/2017 12:00:00 AM,Tue,4679,,"34.382266, -118.578886"
346,MOUNT WILSON- RED BOX ROAD N/O MOUNT WILSON CIRCLE ROAD,03/15/2017 12:00:00 AM,Wed,178,,"34.2292885, -118.0695064"
347,BIG PINES ROAD E/O BIG ROCK CREEK ROAD,03/15/2017 12:00:00 AM,Wed,190,,"34.3949139, -117.7972331"
348,BIG PINES HIGHWAY S/O LARGO VISTA ROAD,03/15/2017 12:00:00 AM,Wed,338,,"34.5142068, -117.7652681"
349,180TH STREET EAST N/O AVENUE O,03/15/2017 12:00:00 AM,Wed,399,,"34.5890711, -117.8091123"
350,BIG PINES HIGHWAY W/O ANGELES CREST HIGHWAY,03/15/2017 12:00:00 AM,Wed,417,,"34.343628, -117.9096863"
351,BIG TUJUNGA CANYON ROAD W/O ANGELES FOREST HIGHWAY,03/15/2017 12:00:00 AM,Wed,803,,"34.2722348, -118.3381011"
352,BIG TUJUNGA CANYON ROAD E/O VOGEL FLATS ROAD,03/15/2017 12:00:00 AM,Wed,1003,,"34.2875413, -118.2288236"
353,MOUNT EMMA ROAD W/O FORT TEJON ROAD,03/15/2017 12:00:00 AM,Wed,1176,,"34.4839269, -118.0649148"
354,AVENUE O E/O 180TH STREET EAST,03/15/2017 12:00:00 AM,Wed,1238,,"34.5890711, -117.8091123"
355,BIG TUJUNGA CANYON ROAD W/O OTTIE ROAD,03/15/2017 12:00:00 AM,Wed,1279,,"34.3168052, -118.0057584"
356,MOUNT EMMA ROAD E/O ANGELES FOREST HIGHWAY,03/15/2017 12:00:00 AM,Wed,1369,,"34.3168052, -118.0057584"
357,MOUNT EMMA ROAD E/O CHESEBORO ROAD,03/15/2017 12:00:00 AM,Wed,1640,,"34.5073904, -118.029816"
358,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/15/2017 12:00:00 AM,Wed,2270,,N/A
359,DOROTHY STREET E/O LINDA LANE,03/15/2017 12:00:00 AM,Wed,2730,,"34.4395868, -118.4931853"
360,ANGELES FOREST HIGHWAY N/O MOUNT EMMA ROAD,03/15/2017 12:00:00 AM,Wed,3949,,"34.4839269, -118.0649148"
361,ANGELES FOREST HIGHWAY N/O MOUNT EMMA ROAD,03/15/2017 12:00:00 AM,Wed,3949,,"34.4839269, -118.0649148"
362,PALMDALE BOULEVARD E/O 95TH STREET EAST,03/15/2017 12:00:00 AM,Wed,9001,,"34.5797901, -117.9158473"
363,TERESA AVENUE E/O VILLAGE DRIVE,03/16/2017 12:00:00 AM,Thu,239,,"37.2134279, -121.788263"
364,ORANGE BLOSSOM AVENUE S/O FEATHER AVENUE,03/16/2017 12:00:00 AM,Thu,320,,"34.0699269, -117.9739407"
365,TERESA AVENUE E/O BAILEY AVENUE,03/16/2017 12:00:00 AM,Thu,495,,"42.934087, -78.813811"
366,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/16/2017 12:00:00 AM,Thu,2166,,N/A
367,HAMBLEDON AVENUE N/O SALAIS STREET,03/16/2017 12:00:00 AM,Thu,2786,,"34.0127513, -117.9231606"
368,TERESA AVENUE E/O VILLAGE DRIVE,03/17/2017 12:00:00 AM,Fri,210,,"37.2134279, -121.788263"
369,ORANGE BLOSSOM AVENUE S/O FEATHER AVENUE,03/17/2017 12:00:00 AM,Fri,356,,"34.0699269, -117.9739407"
370,TERESA AVENUE E/O BAILEY AVENUE,03/17/2017 12:00:00 AM,Fri,480,,"42.934087, -78.813811"
371,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/17/2017 12:00:00 AM,Fri,2240,,N/A
372,HAMBLEDON AVENUE N/O SALAIS STREET,03/17/2017 12:00:00 AM,Fri,3065,,"34.0127513, -117.9231606"
373,TERESA AVENUE E/O VILLAGE DRIVE,03/18/2017 12:00:00 AM,Sat,195,,"37.2134279, -121.788263"
374,ORANGE BLOSSOM AVENUE S/O FEATHER AVENUE,03/18/2017 12:00:00 AM,Sat,341,,"34.0699269, -117.9739407"
375,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/18/2017 12:00:00 AM,Sat,367,,N/A
376,TERESA AVENUE E/O BAILEY AVENUE,03/18/2017 12:00:00 AM,Sat,554,,"42.934087, -78.813811"
377,HAMBLEDON AVENUE N/O SALAIS STREET,03/18/2017 12:00:00 AM,Sat,2566,,"34.0127513, -117.9231606"
378,TERESA AVENUE E/O VILLAGE DRIVE,03/19/2017 12:00:00 AM,Sun,165,,"37.2134279, -121.788263"
379,ORANGE BLOSSOM AVENUE S/O FEATHER AVENUE,03/19/2017 12:00:00 AM,Sun,328,,"34.0699269, -117.9739407"
380,TERESA AVENUE E/O BAILEY AVENUE,03/19/2017 12:00:00 AM,Sun,439,,"42.934087, -78.813811"
381,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/19/2017 12:00:00 AM,Sun,441,,N/A
382,HAMBLEDON AVENUE N/O SALAIS STREET,03/19/2017 12:00:00 AM,Sun,2114,,"34.0127513, -117.9231606"
383,WILTON PLACE N/O 106TH STREET,03/20/2017 12:00:00 AM,Mon,576,,"34.0901123, -118.3135793"
384,112TH STREET E/O DENKER AVENUE,03/20/2017 12:00:00 AM,Mon,584,,"33.9019765, -118.3047626"
385,106TH STREET W/O DENKER AVENUE,03/20/2017 12:00:00 AM,Mon,1426,,"33.9019765, -118.3047626"
386,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/20/2017 12:00:00 AM,Mon,1993,,N/A
387,DENKER AVENUE S/O 106TH STREET,03/20/2017 12:00:00 AM,Mon,3260,,"33.9400344, -118.3143261"
388,111TH STREET E/O CONDON AVENUE,03/20/2017 12:00:00 AM,Mon,5392,,N/A
389,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/21/2017 12:00:00 AM,Tue,3299,,N/A
390,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/22/2017 12:00:00 AM,Wed,2066,,N/A
391,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/23/2017 12:00:00 AM,Thu,2061,,N/A
392,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/24/2017 12:00:00 AM,Fri,1711,,N/A
393,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/25/2017 12:00:00 AM,Sat,305,,N/A
394,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/26/2017 12:00:00 AM,Sun,327,,N/A
395,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/27/2017 12:00:00 AM,Mon,430,,N/A
396,HOUSTON COURT S/O SIDANI LANE,03/28/2017 12:00:00 AM,Tue,283,,"29.7621774, -95.3577281"
397,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/28/2017 12:00:00 AM,Tue,498,,N/A
398,DOROTHY STREET E/O LINDA LANE,03/28/2017 12:00:00 AM,Tue,2403,,"34.4395868, -118.4931853"
399,ANDRE STREET E/O PRIMROSE AVENUE,03/29/2017 12:00:00 AM,Wed,124,,N/A
400,HOUSTON COURT S/O SIDANI LANE,03/29/2017 12:00:00 AM,Wed,303,,"29.7621774, -95.3577281"
401,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/29/2017 12:00:00 AM,Wed,411,,N/A
402,ALMA AVENUE N/O CESAR E CHAVEZ AVENUE,03/29/2017 12:00:00 AM,Wed,850,,"34.0405038, -118.1914218"
403,126TH STREET E/O WILMINGTON AVENUE,03/29/2017 12:00:00 AM,Wed,993,,"33.932963, -118.2390584"
404,126TH STREET E/O WILMINGTON AVENUE,03/29/2017 12:00:00 AM,Wed,994,,"33.932963, -118.2390584"
405,ALMA AVENUE S/O CESAR E CHAVEZ AVENUE,03/29/2017 12:00:00 AM,Wed,1020,,"34.0403342, -118.1644721"
406,154TH STREET E/O STANFORD AVENUE (E),03/29/2017 12:00:00 AM,Wed,2150,,N/A
407,154TH STREET E/O STANFORD AVENUE (E),03/29/2017 12:00:00 AM,Wed,2151,,N/A
408,VISTA STREET S/O LOS OLIVOS DRIVE,03/29/2017 12:00:00 AM,Wed,2190,,"37.247755, -121.9510883"
409,VISTA STREET S/O LEROY STREET,03/29/2017 12:00:00 AM,Wed,2309,,"40.7171161, -73.9917214"
410,DOROTHY STREET E/O LINDA LANE,03/29/2017 12:00:00 AM,Wed,2675,,"34.4395868, -118.4931853"
411,CESAR E CHAVEZ AVENUE E/O ALMA AVENUE,03/29/2017 12:00:00 AM,Wed,23324,,"34.0403342, -118.1644721"
412,MOUNT WILSON- RED BOX ROAD S/O ANGELES CREST HIGHWAY,03/30/2017 12:00:00 AM,Thu,204,,"34.2393774, -118.0933634"
413,117TH STREET E/O LOU DILLON AVENUE,03/30/2017 12:00:00 AM,Thu,399,,"33.9406167, -118.234852"
414,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/30/2017 12:00:00 AM,Thu,428,,N/A
415,117TH STREET E/O LOU DILLON AVENUE,03/30/2017 12:00:00 AM,Thu,1020,,"33.9406167, -118.234852"
416,90TH STREET WEST S/O AVENUE C,03/30/2017 12:00:00 AM,Thu,1186,,"34.7607082, -118.2899443"
417,ACADEMY DRIVE S/O CARTESIAN CIRCLE,03/31/2017 12:00:00 AM,Fri,416,,N/A
418,AVENIDA DEL CANADA S/O CALLE BARCELONA,03/31/2017 12:00:00 AM,Fri,1015,,"33.9883974, -117.9171055"
419,COUNTRYWOOD AVENUE S/O BRETONWOOD LANE,03/31/2017 12:00:00 AM,Fri,1898,,"38.8985658, -77.04428419999999"
420,PARK LAWN ROAD N/O COLIMA ROAD,03/31/2017 12:00:00 AM,Fri,2288,,"43.624275, -79.48426099999999"
421,COUNTRYWOOD AVENUE N/O ABBOTTS HALL LANE,03/31/2017 12:00:00 AM,Fri,2543,,N/A
422,CALLE BARCELONA E/O AVENIDA DEL CANADA,03/31/2017 12:00:00 AM,Fri,3500,,"33.9856358, -117.9212676"
423,COUNTRYWOOD AVENUE N/O PEPPER BROOK WAY,03/31/2017 12:00:00 AM,Fri,5844,,"33.9930861, -117.936195"
424,BATSON AVENUE N/O VIDORA DRIVE,03/31/2017 12:00:00 AM,Fri,7410,,"33.9827039, -117.9015549"
425,AVENIDA DEL CANADA S/O CALLE BARCELONA,04/01/2017 12:00:00 AM,Sat,1000,,"33.9883974, -117.9171055"
426,PARK LAWN ROAD N/O COLIMA ROAD,04/01/2017 12:00:00 AM,Sat,1539,,"43.624275, -79.48426099999999"
427,COUNTRYWOOD AVENUE S/O BRETONWOOD LANE,04/01/2017 12:00:00 AM,Sat,1560,,"38.8985658, -77.04428419999999"
428,COUNTRYWOOD AVENUE N/O ABBOTTS HALL LANE,04/01/2017 12:00:00 AM,Sat,2103,,N/A
429,CALLE BARCELONA E/O AVENIDA DEL CANADA,04/01/2017 12:00:00 AM,Sat,3313,,"33.9856358, -117.9212676"
430,COUNTRYWOOD AVENUE N/O PEPPER BROOK WAY,04/01/2017 12:00:00 AM,Sat,4607,,"33.9930861, -117.936195"
431,BATSON AVENUE N/O VIDORA DRIVE,04/01/2017 12:00:00 AM,Sat,7039,,"33.9827039, -117.9015549"
432,AVENIDA DEL CANADA S/O CALLE BARCELONA,04/02/2017 12:00:00 AM,Sun,902,,"33.9883974, -117.9171055"
433,PARK LAWN ROAD N/O COLIMA ROAD,04/02/2017 12:00:00 AM,Sun,1271,,"43.624275, -79.48426099999999"
